filename,label,LeftCenterX,LeftCenterY,LeftOrient,RightCenterX,RightCenterY,RightOrient
img_4704.jpg,0,429.8991890380313,-212.23993288590603,0.381026449720816,436.57261867337314,-277.8339358692235,0.6416227778847237
img_17767.jpg,0,424.7062763943498,-213.44895878840833,0.10607606212044465,472.0791143911439,-241.34715867158673,0.4959416063012226
img_16494.jpg,0,391.6548561151079,-259.9025179856115,0.27006987156703366,414.6146703806871,-377.1743268337976,0.5907017805318303
img_68066.jpg,0,442.6672307506346,-223.20246585277408,0.2861164727034451,444.40762487595106,-304.5416804498842,0.13085020487240334
img_91409.jpg,0,405.8912466843501,-187.22466843501326,0.4223468692487097,435.86206896551727,-308.792106836755,0.6296943815010984
img_51874.jpg,0,375.90107661101575,-214.72928694024029,0.4868073228621924,367.6156533892383,-287.69636617749825,0.5660182096017558
img_95862.jpg,0,458.4194944840106,-182.74668342410277,0.1674041631609565,461.3044157319324,-275.62899332670736,0.24580940850225505
img_42043.jpg,0,365.3613481228669,-249.28029010238907,0.3061898671396924,348.64690853346957,-345.19647419519674,0.24480459683944283
img_95649.jpg,0,450.6952881067272,-180.56273062730628,0.11536950817605665,465.59953896394956,-279.54088493308575,0.24891455642274946
img_80539.jpg,0,394.25827237896203,-248.09508881922676,0.296224431189498,416.38611713665944,-361.20422993492406,0.5661179852934967
img_68227.jpg,0,418.9949672873679,-187.916456970307,0.07416432488087862,374.08352827851934,-377.6415302050365,0.48343687509794425
img_49480.jpg,0,441.7130602875438,-208.94333695783496,0.27591811154889945,450.10979598193427,-290.26117427192025,0.6381370858810297
img_7501.jpg,0,393.5864661654135,-211.5545112781955,0.7353034220106387,398.0243902439024,-375.2608695652174,0.3535261988936237
img_96270.jpg,0,404.32311495673673,-193.93423980222497,0.5626362046598565,388.08592132505174,-369.84730848861284,0.09572635105234709
img_98917.jpg,0,480.50077339520493,-140.3827017272493,0.23999315729451615,408.9833262077811,-339.27404873877725,-0.22711866246278853
img_40022.jpg,0,374.116793365584,-213.20680718728403,0.5619798773166699,345.09956264471316,-293.9392847954721,-0.04194466837952028
img_13820.jpg,0,409.78532460447354,-182.1418439716312,0.47257593792761615,432.67568812622363,-359.41540942070714,0.6100346793566752
img_12378.jpg,0,395.01563372417644,-196.72361809045225,0.2916904130447733,387.0838860010755,-379.84029395949096,0.7681338255346325
img_4013.jpg,0,377.38922155688624,-207.79091816367264,0.5532352724864841,386.9480405537142,-365.4624683174108,0.5922057276790008
